"X","trialNum","rt","subject","condition","Focal1","Focal2","Focal3","ParticipantNum","InducerL","InducerR","ConcurrentL","ConcurrentR","choice","DataSet"
5,6,5007,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-L","Brightness-Diamonds-H","Amp-Hum-L","Amp-Hum-H",0,"Main"
6,7,6013,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Pulse-H","Amp-Pulse-L","Affect-SC-L","Affect-SC-H",1,"Main"
7,8,7533,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-H","Brightness-Circles-L","Amp-Hum-H","Amp-Hum-L",0,"Main"
8,9,4558,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-H","Brightness-Circles-L","Amp-Tone-L","Amp-Tone-H",1,"Main"
9,10,4304,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-L","Brightness-Circles-H","Speed-SP2-H","Speed-SP2-L",1,"Main"
10,11,6478,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Shape-BK1-H","Shape-BK1-L","Affect-SC-L","Affect-SC-H",1,"Main"
11,12,3364,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-H","Brightness-Diamonds-L","Speed-SP2-H","Speed-SP2-L",0,"Main"
12,13,4764,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-EB-H","Affect-EB-L","Amp-Hum-L","Amp-Hum-H",1,"Main"
13,14,6470,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Pitch-Pulse-H","Pitch-Pulse-L","Affect-SC-H","Affect-SC-L",1,"Main"
14,15,3755,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-L","Brightness-Diamonds-H","Shape-BK1-L","Shape-BK1-H",1,"Main"
15,16,4397,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Color-RY-L","Color-RY-H","Affect-SC-H","Affect-SC-L",1,"Main"
16,17,4723,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Shape-BK1-H","Shape-BK1-L","Brightness-Squares-H","Brightness-Squares-L",1,"Main"
17,18,29662,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Color-RY-H","Color-RY-L","Amp-Hum-L","Amp-Hum-H",1,"Main"
18,19,6424,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-H","Brightness-Circles-L","Affect-PD-H","Affect-PD-L",1,"Main"
19,20,12798,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Noise-Hum-H","Noise-Hum-L","Amp-Tone-H","Amp-Tone-L",1,"Main"
20,21,16338,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Shape-BK1-L","Shape-BK1-H","Amp-Tone-L","Amp-Tone-H",0,"Main"
21,22,6437,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Hum-H","Amp-Hum-L","Affect-PD-H","Affect-PD-L",1,"Main"
22,23,29356,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-L","Brightness-Diamonds-H","Color-RY-L","Color-RY-H",1,"Main"
23,24,5757,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Pitch-Pulse-L","Pitch-Pulse-H","Amp-Tone-L","Amp-Tone-H",0,"Main"
24,25,4084,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-H","Affect-HS-L","Pitch-Pulse-L","Pitch-Pulse-H",1,"Main"
25,26,4301,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Pulse-L","Amp-Pulse-H","Speed-SP2-L","Speed-SP2-H",0,"Main"
26,27,6253,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-L","Amp-Piano-H","Noise-Hum-H","Noise-Hum-L",0,"Main"
27,28,14672,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Pulse-H","Amp-Pulse-L","Noise-Hum-H","Noise-Hum-L",1,"Main"
28,29,9428,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Pulse-L","Amp-Pulse-H","Pitch-Pulse-L","Pitch-Pulse-H",0,"Main"
29,30,3794,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-EB-H","Affect-EB-L","Brightness-Circles-H","Brightness-Circles-L",0,"Main"
30,31,9513,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-H","Amp-Piano-L","Pitch-Pulse-L","Pitch-Pulse-H",0,"Main"
31,32,3945,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-L","Affect-HS-H","Brightness-Circles-L","Brightness-Circles-H",0,"Main"
32,33,4045,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-EB-H","Affect-EB-L","Speed-SP2-L","Speed-SP2-H",1,"Main"
33,34,10059,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Noise-Hum-L","Noise-Hum-H","Amp-Hum-L","Amp-Hum-H",1,"Main"
34,35,8165,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-H","Amp-Piano-L","Speed-SP2-L","Speed-SP2-H",1,"Main"
35,36,3871,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Pulse-H","Amp-Pulse-L","Color-RY-L","Color-RY-H",1,"Main"
36,37,3867,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-SC-H","Affect-SC-L","Brightness-Triangles-L","Brightness-Triangles-H",1,"Main"
37,38,6166,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-H","Brightness-Circles-L","Amp-Hum-H","Amp-Hum-L",0,"Main"
38,39,4372,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Hum-H","Amp-Hum-L","Brightness-Squares-H","Brightness-Squares-L",0,"Main"
39,40,4010,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Shape-BK1-L","Shape-BK1-H","Affect-PD-H","Affect-PD-L",0,"Main"
40,41,4974,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Noise-Hum-H","Noise-Hum-L","Affect-SC-H","Affect-SC-L",0,"Main"
41,42,6952,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-H","Affect-HS-L","Size-Circles-H","Size-Circles-L",0,"Main"
42,43,4030,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-EB-L","Affect-EB-H","Color-RY-H","Color-RY-L",0,"Main"
43,44,4230,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-L","Brightness-Circles-H","Noise-Hum-H","Noise-Hum-L",0,"Main"
44,45,7277,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-L","Brightness-Circles-H","Pitch-Pulse-H","Pitch-Pulse-L",1,"Main"
45,46,7949,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-SC-L","Affect-SC-H","Amp-Tone-H","Amp-Tone-L",1,"Main"
46,47,4198,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Speed-SP2-L","Speed-SP2-H","Affect-SC-L","Affect-SC-H",0,"Main"
47,48,5104,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-H","Brightness-Circles-L","Affect-SC-H","Affect-SC-L",0,"Main"
48,49,4359,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-L","Affect-HS-H","Shape-BK1-H","Shape-BK1-L",0,"Main"
49,50,4135,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Speed-SP2-H","Speed-SP2-L","Brightness-Squares-L","Brightness-Squares-H",1,"Main"
50,51,4311,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Speed-SP2-H","Speed-SP2-L","Amp-Hum-H","Amp-Hum-L",0,"Main"
51,52,5889,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Speed-SP2-L","Speed-SP2-H","Brightness-Triangles-H","Brightness-Triangles-L",1,"Main"
52,53,2703,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-H","Brightness-Circles-L","Shape-BK1-H","Shape-BK1-L",1,"Main"
53,54,5664,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-H","Affect-HS-L","Color-RY-L","Color-RY-H",1,"Main"
54,55,3047,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-H","Brightness-Diamonds-L","Size-Circles-H","Size-Circles-L",0,"Main"
55,56,5017,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-L","Affect-HS-H","Speed-SP2-H","Speed-SP2-L",1,"Main"
56,57,5237,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Pitch-Pulse-L","Pitch-Pulse-H","Affect-PD-L","Affect-PD-H",0,"Main"
57,58,3093,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-H","Brightness-Circles-L","Color-RY-L","Color-RY-H",0,"Main"
58,59,4735,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Hum-H","Amp-Hum-L","Affect-SC-L","Affect-SC-H",1,"Main"
59,60,5044,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-EB-L","Affect-EB-H","Noise-Hum-L","Noise-Hum-H",1,"Main"
60,61,3902,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Speed-SP2-L","Speed-SP2-H","Amp-Tone-L","Amp-Tone-H",0,"Main"
61,62,4838,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-L","Amp-Piano-H","Affect-SC-H","Affect-SC-L",1,"Main"
62,63,10399,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Noise-Hum-H","Noise-Hum-L","Affect-PD-L","Affect-PD-H",0,"Main"
63,64,4684,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Size-Circles-L","Size-Circles-H","Affect-SC-H","Affect-SC-L",1,"Main"
64,65,8362,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-L","Amp-Piano-H","Color-RY-L","Color-RY-H",0,"Main"
65,66,4747,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-H","Brightness-Diamonds-L","Noise-Hum-L","Noise-Hum-H",0,"Main"
66,67,3743,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-L","Brightness-Diamonds-H","Affect-SC-H","Affect-SC-L",1,"Main"
67,68,4215,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Diamonds-H","Brightness-Diamonds-L","Pitch-Pulse-L","Pitch-Pulse-H",1,"Main"
68,69,4699,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Pulse-L","Amp-Pulse-H","Shape-BK1-L","Shape-BK1-H",0,"Main"
69,70,23771,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Size-Circles-H","Size-Circles-L","Amp-Tone-H","Amp-Tone-L",0,"Main"
70,71,4892,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Pitch-Pulse-L","Pitch-Pulse-H","Brightness-Squares-L","Brightness-Squares-H",0,"Main"
71,72,5821,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Size-Circles-H","Size-Circles-L","Amp-Hum-L","Amp-Hum-H",1,"Main"
72,73,14837,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-H","Affect-HS-L","Noise-Hum-H","Noise-Hum-L",1,"Main"
73,74,11726,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Color-RY-L","Color-RY-H","Brightness-Triangles-L","Brightness-Triangles-H",0,"Main"
74,75,4817,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Shape-BK1-L","Shape-BK1-H","Brightness-Triangles-L","Brightness-Triangles-H",1,"Main"
75,76,4156,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-H","Amp-Piano-L","Shape-BK1-H","Shape-BK1-L",1,"Main"
76,77,13721,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Pulse-H","Amp-Pulse-L","Size-Circles-H","Size-Circles-L",0,"Main"
77,78,9834,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Hum-L","Amp-Hum-H","Brightness-Triangles-L","Brightness-Triangles-H",0,"Main"
78,79,6836,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-L","Amp-Piano-H","Size-Circles-H","Size-Circles-L",1,"Main"
79,80,9172,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Color-RY-H","Color-RY-L","Amp-Tone-H","Amp-Tone-L",0,"Main"
80,81,12176,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Color-RY-L","Color-RY-H","Affect-PD-L","Affect-PD-H",1,"Main"
81,82,3801,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Brightness-Circles-L","Brightness-Circles-H","Size-Circles-H","Size-Circles-L",1,"Main"
82,83,5305,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Shape-BK1-L","Shape-BK1-H","Amp-Hum-H","Amp-Hum-L",0,"Main"
83,84,10244,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-EB-H","Affect-EB-L","Shape-BK1-L","Shape-BK1-H",1,"Main"
84,85,12282,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Pitch-Pulse-L","Pitch-Pulse-H","Amp-Hum-H","Amp-Hum-L",0,"Main"
85,86,11309,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-SC-L","Affect-SC-H","Brightness-Squares-H","Brightness-Squares-L",0,"Main"
86,87,9467,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-EB-L","Affect-EB-H","Pitch-Pulse-H","Pitch-Pulse-L",1,"Main"
87,88,13988,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Amp-Piano-H","Amp-Piano-L","Brightness-Circles-H","Brightness-Circles-L",0,"Main"
88,89,2540,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Size-Circles-H","Size-Circles-L","Affect-PD-L","Affect-PD-H",1,"Main"
89,90,3079,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Noise-Hum-L","Noise-Hum-H","Brightness-Squares-L","Brightness-Squares-H",0,"Main"
90,91,5687,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-SC-H","Affect-SC-L","Amp-Hum-L","Amp-Hum-H",1,"Main"
91,92,2204,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Color-RY-L","Color-RY-H","Brightness-Squares-H","Brightness-Squares-L",0,"Main"
92,93,1898,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Size-Circles-L","Size-Circles-H","Brightness-Squares-L","Brightness-Squares-H",1,"Main"
93,94,7201,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Noise-Hum-H","Noise-Hum-L","Brightness-Triangles-H","Brightness-Triangles-L",1,"Main"
94,95,4318,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Affect-HS-L","Affect-HS-H","Amp-Hum-L","Amp-Hum-H",1,"Main"
95,96,2639,"mnvNlqrLix","Brightness-Amp-Affect-24","Brightness","Amp","Affect","24","Speed-SP2-H","Speed-SP2-L","Affect-PD-H","Affect-PD-L",0,"Main"
0,1,6449,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Noise-Hum-H","Noise-Hum-L","Shape-BK4-H","Shape-BK4-L",0,"Main"
1,2,8499,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-HS-H","Affect-HS-L","Speed-SP3-L","Speed-SP3-H",1,"Main"
2,3,3242,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Brightness-Triangles-H","Brightness-Triangles-L","Affect-PD-H","Affect-PD-L",0,"Main"
3,4,7182,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Pulse-H","Pitch-Pulse-L","Color-RG-H","Color-RG-L",1,"Main"
4,5,406284,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Hum-H","Pitch-Hum-L","Affect-SC-H","Affect-SC-L",1,"Main"
5,6,9770,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK2-H","Shape-BK2-L","Amp-Hum-L","Amp-Hum-H",1,"Main"
6,7,5647,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Noise-Hum-L","Noise-Hum-H","Pitch-Piano-L","Pitch-Piano-H",0,"Main"
7,8,147893,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Speed-SP3-H","Speed-SP3-L","Shape-BK3-L","Shape-BK3-H",1,"Main"
8,9,5325,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-HS-L","Affect-HS-H","Pitch-Hum-H","Pitch-Hum-L",0,"Main"
9,10,5589,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK1-H","Shape-BK1-L","Affect-SC-H","Affect-SC-L",0,"Main"
10,11,2824,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK2-H","Shape-BK2-L","Affect-SC-L","Affect-SC-H",1,"Main"
11,12,3344,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Color-RG-H","Color-RG-L","Affect-SC-H","Affect-SC-L",0,"Main"
12,13,5339,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Noise-Hum-L","Noise-Hum-H","Affect-PD-L","Affect-PD-H",0,"Main"
13,14,6756,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Brightness-Triangles-L","Brightness-Triangles-H","Pitch-Tone-L","Pitch-Tone-H",1,"Main"
14,15,4720,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Hum-L","Pitch-Hum-H","Speed-SP3-L","Speed-SP3-H",1,"Main"
15,16,5285,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Hum-L","Pitch-Hum-H","Shape-BK4-H","Shape-BK4-L",0,"Main"
16,17,156975,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Pulse-H","Pitch-Pulse-L","Size-Circles-L","Size-Circles-H",1,"Main"
17,18,5865,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-HS-L","Affect-HS-H","Noise-Hum-H","Noise-Hum-L",0,"Main"
18,19,4578,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK1-L","Shape-BK1-H","Noise-Hum-H","Noise-Hum-L",1,"Main"
19,20,4357,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Speed-SP3-L","Speed-SP3-H","Shape-BK4-H","Shape-BK4-L",1,"Main"
20,21,33661,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-SC-L","Affect-SC-H","Pitch-Piano-L","Pitch-Piano-H",0,"Main"
21,22,5676,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-EB-H","Affect-EB-L","Amp-Hum-L","Amp-Hum-H",0,"Main"
22,23,2539,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK1-L","Shape-BK1-H","Speed-SP3-L","Speed-SP3-H",0,"Main"
23,24,2531,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK2-H","Shape-BK2-L","Size-Circles-H","Size-Circles-L",1,"Main"
24,25,4635,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Hum-L","Pitch-Hum-H","Affect-PD-L","Affect-PD-H",0,"Main"
25,26,4620,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Noise-Hum-L","Noise-Hum-H","Shape-BK3-L","Shape-BK3-H",0,"Main"
26,27,8961,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-SC-H","Affect-SC-L","Pitch-Tone-H","Pitch-Tone-L",0,"Main"
27,28,4568,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Amp-Hum-H","Amp-Hum-L","Shape-BK4-L","Shape-BK4-H",1,"Main"
28,29,3876,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Hum-H","Pitch-Hum-L","Size-Circles-L","Size-Circles-H",1,"Main"
29,30,3582,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Amp-Hum-H","Amp-Hum-L","Affect-PD-H","Affect-PD-L",1,"Main"
30,31,3905,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Color-RG-L","Color-RG-H","Shape-BK3-H","Shape-BK3-L",1,"Main"
31,32,1801,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Brightness-Triangles-H","Brightness-Triangles-L","Shape-BK3-L","Shape-BK3-H",0,"Main"
32,33,4255,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Size-Circles-L","Size-Circles-H","Affect-PD-L","Affect-PD-H",0,"Main"
33,34,2227,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Color-RG-L","Color-RG-H","Affect-PD-L","Affect-PD-H",1,"Main"
34,35,4561,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK1-H","Shape-BK1-L","Amp-Hum-L","Amp-Hum-H",1,"Main"
35,36,5117,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Pulse-L","Pitch-Pulse-H","Amp-Hum-L","Amp-Hum-H",0,"Main"
36,37,4811,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Amp-Hum-H","Amp-Hum-L","Shape-BK3-H","Shape-BK3-L",1,"Main"
37,38,3702,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Amp-Hum-L","Amp-Hum-H","Affect-SC-L","Affect-SC-H",0,"Main"
38,39,4923,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Speed-SP3-L","Speed-SP3-H","Pitch-Piano-H","Pitch-Piano-L",0,"Main"
39,40,5614,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Hum-H","Pitch-Hum-L","Noise-Hum-H","Noise-Hum-L",0,"Main"
40,41,5335,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Noise-Hum-L","Noise-Hum-H","Pitch-Tone-H","Pitch-Tone-L",0,"Main"
41,42,2791,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-HS-L","Affect-HS-H","Color-RG-H","Color-RG-L",0,"Main"
42,43,3528,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Pulse-H","Pitch-Pulse-L","Affect-SC-H","Affect-SC-L",1,"Main"
43,44,2034,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK2-L","Shape-BK2-H","Speed-SP3-H","Speed-SP3-L",0,"Main"
44,45,2083,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-HS-H","Affect-HS-L","Shape-BK4-L","Shape-BK4-H",0,"Main"
45,46,1764,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK1-H","Shape-BK1-L","Size-Circles-H","Size-Circles-L",0,"Main"
46,47,6657,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Pulse-L","Pitch-Pulse-H","Shape-BK4-L","Shape-BK4-H",0,"Main"
47,48,3695,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Pitch-Hum-H","Pitch-Hum-L","Color-RG-H","Color-RG-L",1,"Main"
48,49,3005,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Size-Circles-H","Size-Circles-L","Shape-BK4-L","Shape-BK4-H",0,"Main"
49,50,2664,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-SC-H","Affect-SC-L","Shape-BK3-H","Shape-BK3-L",1,"Main"
50,51,3762,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Shape-BK4-L","Shape-BK4-H","Pitch-Piano-H","Pitch-Piano-L",0,"Main"
51,52,8472,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-EB-L","Affect-EB-H","Noise-Hum-L","Noise-Hum-H",1,"Main"
52,53,2610,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Size-Circles-H","Size-Circles-L","Affect-SC-H","Affect-SC-L",1,"Main"
53,54,2035,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Affect-EB-L","Affect-EB-H","Size-Circles-L","Size-Circles-H",0,"Main"
54,55,3661,"mpGywYjkSc","Pitch-Shape-Affect-16","Pitch","Shape","Affect","16","Color-RG-H","Color-RG-L","Pitch-Tone-H","Pitch-Tone-L",0,"Main"
