"DataSet","Subject","Condition","Focal 1","Focal 2","Focal 3","TrialNum","Inducer","Concurrent","Comparison","Response"
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",87,"Noise","Color RY","Color RY-Noise",1
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",88,"Brightness","Noise","Brightness-Noise",0
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",89,"Affect HS","Noise","Affect HS-Noise",1
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",90,"Speed","Brightness","Brightness-Speed",1
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",91,"Affect HS","Brightness","Affect HS-Brightness",1
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",92,"Size","Noise","Noise-Size",1
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",93,"Color RG","Brightness","Brightness-Color RG",0
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",94,"Pitch","Brightness","Brightness-Pitch",0
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",95,"Affect HS","Color RB","Affect HS-Color RB",0
"Main","6queHTJP0N","Noise-Brightness-Color-2","Noise","Brightness","Color",96,"Noise","Brightness","Brightness-Noise",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",1,"Color RB","Amp","Amp-Color RB",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",2,"Noise","Amp","Amp-Noise",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",3,"Speed","Color RB","Color RB-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",4,"Size","Shape","Shape-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",5,"Pitch","Size","Pitch-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",6,"Amp","Size","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",7,"Amp","Brightness","Amp-Brightness",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",8,"Shape","Speed","Shape-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",9,"Size","Affect EB","Affect EB-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",10,"Amp","Noise","Amp-Noise",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",11,"Brightness","Speed","Brightness-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",12,"Pitch","Amp","Amp-Pitch",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",13,"Size","Brightness","Brightness-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",14,"Speed","Affect EB","Affect EB-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",15,"Size","Color RB","Color RB-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",16,"Speed","Size","Size-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",17,"Brightness","Amp","Amp-Brightness",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",18,"Shape","Speed","Shape-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",19,"Amp","Color RB","Amp-Color RB",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",20,"Affect EB","Speed","Affect EB-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",21,"Size","Speed","Size-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",22,"Speed","Brightness","Brightness-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",23,"Affect EB","Amp","Affect EB-Amp",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",24,"Speed","Amp","Amp-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",25,"Affect EB","Size","Affect EB-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",26,"Noise","Speed","Noise-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",27,"Speed","Color RB","Color RB-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",28,"Amp","Shape","Amp-Shape",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",29,"Amp","Affect EB","Affect EB-Amp",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",30,"Speed","Affect EB","Affect EB-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",31,"Speed","Noise","Noise-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",32,"Amp","Color RB","Amp-Color RB",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",33,"Amp","Speed","Amp-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",34,"Noise","Amp","Amp-Noise",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",35,"Noise","Speed","Noise-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",36,"Pitch","Size","Pitch-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",37,"Brightness","Size","Brightness-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",38,"Brightness","Speed","Brightness-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",39,"Brightness","Amp","Amp-Brightness",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",40,"Amp","Speed","Amp-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",41,"Speed","Noise","Noise-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",42,"Speed","Pitch","Pitch-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",43,"Size","Shape","Shape-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",44,"Speed","Amp","Amp-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",45,"Size","Speed","Size-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",46,"Amp","Size","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",47,"Size","Affect EB","Affect EB-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",48,"Amp","Noise","Amp-Noise",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",49,"Size","Speed","Size-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",50,"Size","Pitch","Pitch-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",51,"Color RB","Speed","Color RB-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",52,"Pitch","Speed","Pitch-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",53,"Amp","Speed","Amp-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",54,"Color RB","Amp","Amp-Color RB",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",55,"Shape","Amp","Amp-Shape",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",56,"Speed","Shape","Shape-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",57,"Size","Noise","Noise-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",58,"Pitch","Speed","Pitch-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",59,"Speed","Size","Size-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",60,"Pitch","Amp","Amp-Pitch",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",61,"Size","Pitch","Pitch-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",62,"Amp","Shape","Amp-Shape",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",63,"Speed","Amp","Amp-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",64,"Speed","Size","Size-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",65,"Color RB","Size","Color RB-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",66,"Amp","Size","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",67,"Shape","Size","Shape-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",68,"Amp","Speed","Amp-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",69,"Size","Speed","Size-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",70,"Shape","Amp","Amp-Shape",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",71,"Brightness","Size","Brightness-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",72,"Amp","Pitch","Amp-Pitch",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",73,"Amp","Pitch","Amp-Pitch",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",74,"Size","Color RB","Color RB-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",75,"Amp","Affect EB","Affect EB-Amp",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",76,"Speed","Shape","Shape-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",77,"Size","Brightness","Brightness-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",78,"Speed","Size","Size-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",79,"Speed","Brightness","Brightness-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",80,"Color RB","Speed","Color RB-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",81,"Size","Amp","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",82,"Speed","Pitch","Pitch-Speed",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",83,"Speed","Amp","Amp-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",84,"Affect EB","Amp","Affect EB-Amp",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",85,"Size","Amp","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",86,"Shape","Size","Shape-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",87,"Amp","Size","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",88,"Affect EB","Speed","Affect EB-Speed",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",89,"Color RB","Size","Color RB-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",90,"Size","Amp","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",91,"Noise","Size","Noise-Size",0
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",92,"Noise","Size","Noise-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",93,"Affect EB","Size","Affect EB-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",94,"Size","Amp","Amp-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",95,"Size","Noise","Noise-Size",1
"Main","6YqATmDPxy","Amp-Size-Speed-24","Amp","Size","Speed",96,"Amp","Brightness","Amp-Brightness",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",1,"Affect EB","Amp","Affect EB-Amp",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",2,"Brightness","Shape","Brightness-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",3,"Pitch","Color RG","Color RG-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",4,"Shape","Noise","Noise-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",5,"Affect EB","Size","Affect EB-Size",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",6,"Shape","Pitch","Pitch-Shape",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",7,"Amp","Shape","Amp-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",8,"Pitch","Affect EB","Affect EB-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",9,"Shape","Noise","Noise-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",10,"Shape","Speed","Shape-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",11,"Pitch","Color RG","Color RG-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",12,"Affect EB","Shape","Affect EB-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",13,"Size","Pitch","Pitch-Size",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",14,"Pitch","Speed","Pitch-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",15,"Size","Pitch","Pitch-Size",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",16,"Affect PD","Color RG","Affect PD-Color RG",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",17,"Speed","Pitch","Pitch-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",18,"Brightness","Affect SC","Affect SC-Brightness",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",19,"Pitch","Affect HS","Affect HS-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",20,"Shape","Color RG","Color RG-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",21,"Amp","Pitch","Amp-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",22,"Amp","Shape","Amp-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",23,"Affect EB","Color RG","Affect EB-Color RG",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",24,"Pitch","Affect SC","Affect SC-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",25,"Color RG","Pitch","Color RG-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",26,"Shape","Amp","Amp-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",27,"Affect EB","Pitch","Affect EB-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",28,"Shape","Affect EB","Affect EB-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",29,"Speed","Affect HS","Affect HS-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",30,"Pitch","Brightness","Brightness-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",31,"Pitch","Amp","Amp-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",32,"Affect EB","Pitch","Affect EB-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",33,"Amp","Pitch","Amp-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",34,"Shape","Brightness","Brightness-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",35,"Shape","Size","Shape-Size",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",36,"Noise","Shape","Noise-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",37,"Pitch","Amp","Amp-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",38,"Affect EB","Brightness","Affect EB-Brightness",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",39,"Color RG","Affect HS","Affect HS-Color RG",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",40,"Affect PD","Amp","Affect PD-Amp",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",41,"Brightness","Shape","Brightness-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",42,"Shape","Pitch","Pitch-Shape",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",43,"Shape","Speed","Shape-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",44,"Size","Shape","Shape-Size",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",45,"Noise","Pitch","Noise-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",46,"Shape","Brightness","Brightness-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",47,"Brightness","Pitch","Brightness-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",48,"Shape","Affect SC","Affect SC-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",49,"Shape","Size","Shape-Size",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",50,"Color RG","Shape","Color RG-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",51,"Shape","Amp","Amp-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",52,"Size","Affect HS","Affect HS-Size",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",53,"Speed","Affect SC","Affect SC-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",54,"Pitch","Shape","Pitch-Shape",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",55,"Pitch","Noise","Noise-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",56,"Brightness","Affect HS","Affect HS-Brightness",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",57,"Brightness","Pitch","Brightness-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",58,"Affect EB","Speed","Affect EB-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",59,"Size","Affect SC","Affect SC-Size",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",60,"Amp","Affect SC","Affect SC-Amp",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",61,"Shape","Pitch","Pitch-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",62,"Pitch","Shape","Pitch-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",63,"Affect PD","Pitch","Affect PD-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",64,"Affect PD","Speed","Affect PD-Speed",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",65,"Noise","Shape","Noise-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",66,"Pitch","Noise","Noise-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",67,"Noise","Affect SC","Affect SC-Noise",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",68,"Shape","Color RG","Color RG-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",69,"Shape","Pitch","Pitch-Shape",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",70,"Pitch","Size","Pitch-Size",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",71,"Affect EB","Noise","Affect EB-Noise",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",72,"Amp","Affect HS","Affect HS-Amp",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",73,"Speed","Shape","Shape-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",74,"Affect PD","Noise","Affect PD-Noise",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",75,"Affect PD","Size","Affect PD-Size",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",76,"Pitch","Shape","Pitch-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",77,"Shape","Affect HS","Affect HS-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",78,"Noise","Affect HS","Affect HS-Noise",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",79,"Speed","Shape","Shape-Speed",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",80,"Size","Shape","Shape-Size",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",81,"Affect EB","Shape","Affect EB-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",82,"Color RG","Pitch","Color RG-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",83,"Speed","Pitch","Pitch-Speed",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",84,"Pitch","Speed","Pitch-Speed",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",85,"Affect EB","Pitch","Affect EB-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",86,"Affect EB","Shape","Affect EB-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",87,"Shape","Affect EB","Affect EB-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",88,"Noise","Pitch","Noise-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",89,"Color RG","Affect SC","Affect SC-Color RG",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",90,"Affect PD","Brightness","Affect PD-Brightness",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",91,"Affect PD","Shape","Affect PD-Shape",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",92,"Pitch","Shape","Pitch-Shape",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",93,"Pitch","Size","Pitch-Size",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",94,"Pitch","Affect EB","Affect EB-Pitch",1
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",95,"Pitch","Brightness","Brightness-Pitch",0
"Main","70w4rLa0Ed","Pitch-Shape-Affect-14","Pitch","Shape","Affect",96,"Color RG","Shape","Color RG-Shape",0
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",1,"Affect PD","Brightness","Affect PD-Brightness",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",2,"Color YB","Amp","Amp-Color YB",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",3,"Brightness","Noise","Brightness-Noise",0
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",4,"Affect PD","Shape","Affect PD-Shape",0
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",5,"Affect PD","Pitch","Affect PD-Pitch",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",6,"Color YB","Amp","Amp-Color YB",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",7,"Pitch","Brightness","Brightness-Pitch",0
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",8,"Color YB","Brightness","Brightness-Color YB",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",9,"Brightness","Amp","Amp-Brightness",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",10,"Speed","Brightness","Brightness-Speed",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",11,"Amp","Affect HS","Affect HS-Amp",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",12,"Affect HS","Amp","Affect HS-Amp",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",13,"Amp","Size","Amp-Size",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",14,"Affect SC","Noise","Affect SC-Noise",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",15,"Amp","Size","Amp-Size",1
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",16,"Affect SC","Pitch","Affect SC-Pitch",0
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",17,"Pitch","Amp","Amp-Pitch",0
"Main","7JckWf8MN0","Brightness-Amp-Affect-7","Brightness","Amp","Affect",18,"Brightness","Affect HS","Affect HS-Brightness",1
